Easting	Northing	Elevation	Chainage	FC	Profile	Reg_ID
367428.499	74580.310	12.210	118.513	G	N/A	6a00148
367426.937	74578.994	12.125	120.555	G	N/A	6a00148
367425.753	74577.891	11.964	122.172	G	N/A	6a00148
367424.252	74576.641	11.335	124.125	G	N/A	6a00148
367422.699	74575.278	10.623	126.191	G	N/A	6a00148
367421.256	74573.994	9.980	128.123	G	N/A	6a00148
367419.628	74572.639	9.567	130.241	G	N/A	6a00148
367417.858	74571.080	9.262	132.599	G	N/A	6a00148
367416.118	74569.627	9.085	134.866	G	N/A	6a00148
367414.187	74567.882	8.866	137.468	G	N/A	6a00148
367412.303	74566.226	8.691	139.976	G	N/A	6a00148
367411.231	74565.349	8.700	141.360	G	N/A	6a00148
367409.599	74563.928	8.020	143.524	G	N/A	6a00148
367407.715	74562.287	7.474	146.023	G	N/A	6a00148
367405.763	74560.553	7.143	148.634	G	N/A	6a00148
367403.706	74558.800	6.726	151.336	G	N/A	6a00148
367401.637	74556.992	6.438	154.084	G	N/A	6a00148
367399.438	74555.098	6.229	156.986	G	N/A	6a00148
367397.723	74553.591	6.036	159.269	G	N/A	6a00148
367396.326	74552.361	5.374	161.130	G	N/A	6a00148
367395.457	74551.632	5.088	162.264	G	N/A	6a00148
367393.725	74550.112	4.990	164.569	G	N/A	6a00148
367392.728	74549.252	5.022	165.885	G	N/A	6a00148
367391.398	74548.156	4.697	167.608	G	N/A	6a00148
367390.367	74547.241	4.395	168.987	G	N/A	6a00148
367389.714	74546.619	4.280	169.888	G	N/A	6a00148
367388.019	74545.229	3.498	172.079	G	N/A	6a00148
367386.257	74543.633	2.633	174.456	G	N/A	6a00148
367384.296	74541.981	2.010	177.019	G	N/A	6a00148
367382.171	74540.108	1.370	179.852	G	N/A	6a00148
367379.928	74538.153	0.845	182.827	G	N/A	6a00148
367377.847	74536.341	0.335	185.587	G	N/A	6a00148
367375.667	74534.483	-0.219	188.451	G	N/A	6a00148
367374.493	74533.442	-0.464	190.020	G	N/A	6a00148
367372.730	74531.850	-1.031	192.395	G	N/A	6a00148
367371.548	74530.850	-1.333	193.943	G	N/A	6a00148
367370.463	74529.900	-1.539	195.385	G	N/A	6a00148
367259.955	74897.165	3.018	2.751	FB	N/A	6a00155
367258.025	74895.457	3.143	5.328	FB	N/A	6a00155
367257.288	74894.824	3.183	6.299	GR	N/A	6a00155
367257.002	74894.501	3.028	6.728	GR	N/A	6a00155
367256.064	74893.717	2.721	7.949	GR	N/A	6a00155
367255.474	74893.117	2.440	8.789	G	N/A	6a00155
367254.793	74892.571	2.468	9.661	G	N/A	6a00155
367253.412	74891.350	2.612	11.504	G	N/A	6a00155
367251.488	74889.624	2.706	14.089	G	N/A	6a00155
367249.364	74887.722	2.872	16.940	G	N/A	6a00155
367247.314	74885.941	3.105	19.655	G	N/A	6a00155
367245.229	74884.079	3.307	22.451	G	N/A	6a00155
367243.170	74882.256	3.337	25.201	G	N/A	6a00155
367240.721	74880.107	3.444	28.459	G	N/A	6a00155
367238.374	74878.045	3.553	31.583	G	N/A	6a00155
367236.369	74876.166	3.592	34.330	G	N/A	6a00155
367234.207	74874.263	3.710	37.210	G	N/A	6a00155
367232.162	74872.476	3.681	39.926	G	N/A	6a00155
367230.500	74870.928	3.988	42.196	G	N/A	6a00155
367228.484	74869.178	4.307	44.866	G	N/A	6a00155
367226.452	74867.344	4.653	47.603	G	N/A	6a00155
367224.341	74865.503	4.963	50.404	G	N/A	6a00155
367222.387	74863.804	5.321	52.993	G	N/A	6a00155
367220.394	74861.959	5.777	55.708	G	N/A	6a00155
367218.202	74860.096	6.142	58.584	G	N/A	6a00155
367216.162	74858.240	6.553	61.342	G	N/A	6a00155
367214.031	74856.330	7.136	64.204	G	N/A	6a00155
367211.863	74854.395	7.913	67.110	G	N/A	6a00155
367209.859	74852.693	8.431	69.738	G	N/A	6a00155
367207.867	74850.891	8.940	72.424	G	N/A	6a00155
367205.659	74848.949	9.452	75.365	G	N/A	6a00155
367203.809	74847.282	10.061	77.855	G	N/A	6a00155
367201.909	74845.620	10.658	80.379	G	N/A	6a00155
367200.149	74844.058	11.165	82.732	G	N/A	6a00155
367198.421	74842.491	11.568	85.065	G	N/A	6a00155
367196.662	74840.912	11.780	87.429	G	N/A	6a00155
367194.986	74839.431	11.787	89.665	G	N/A	6a00155
367193.397	74838.033	11.741	91.782	G	N/A	6a00155
367192.480	74837.278	11.484	92.969	G	N/A	6a00155
367191.128	74835.963	10.764	94.853	G	N/A	6a00155
367189.705	74834.781	10.019	96.702	G	N/A	6a00155
367188.082	74833.227	9.499	98.947	G	N/A	6a00155
367186.064	74831.456	9.185	101.632	G	N/A	6a00155
367183.901	74829.593	9.005	104.486	G	N/A	6a00155
367181.632	74827.601	8.882	107.506	G	N/A	6a00155
367179.330	74825.544	8.611	110.593	G	N/A	6a00155
367178.215	74824.559	8.502	112.081	G	N/A	6a00155
367176.652	74823.123	7.905	114.203	G	N/A	6a00155
367174.620	74821.279	7.343	116.947	G	N/A	6a00155
367172.552	74819.487	7.044	119.683	G	N/A	6a00155
367170.291	74817.475	6.824	122.709	G	N/A	6a00155
367168.606	74816.014	6.546	124.939	G	N/A	6a00155
367166.568	74814.143	6.353	127.706	G	N/A	6a00155
367164.591	74812.444	6.101	130.312	G	N/A	6a00155
367163.722	74811.573	5.909	131.540	G	N/A	6a00155
367162.298	74810.375	5.120	133.400	G	N/A	6a00155
367161.016	74809.249	4.953	135.107	G	N/A	6a00155
367159.342	74807.695	5.078	137.390	G	N/A	6a00155
367158.164	74806.679	4.829	138.946	G	N/A	6a00155
367156.960	74805.620	4.548	140.549	G	N/A	6a00155
367155.586	74804.421	3.764	142.373	G	N/A	6a00155
367154.997	74803.906	3.523	143.155	G	N/A	6a00155
367154.525	74803.463	3.415	143.802	G	N/A	6a00155
367152.838	74801.951	2.748	146.068	G	N/A	6a00155
367150.882	74800.203	2.001	148.691	G	N/A	6a00155
367148.777	74798.386	1.443	151.471	G	N/A	6a00155
367146.628	74796.453	0.812	154.362	G	N/A	6a00155
367144.711	74794.733	0.291	156.937	G	N/A	6a00155
367143.509	74793.653	0.011	158.553	G	N/A	6a00155
367141.661	74792.082	-0.482	160.978	G	N/A	6a00155
367139.729	74790.377	-0.957	163.555	G	N/A	6a00155
367137.802	74788.550	-1.408	166.209	G	N/A	6a00155
367137.199	74788.018	-1.523	167.013	G	N/A	6a00155
367107.438	75162.584	3.265	3.522	FB	N/A	6a00161
367105.565	75160.798	3.486	6.110	FB	N/A	6a00161
367105.508	75160.763	3.458	6.176	GR	N/A	6a00161
367105.348	75160.569	3.405	6.425	G	N/A	6a00161
367104.702	75159.956	3.146	7.316	G	N/A	6a00161
367104.389	75159.710	3.036	7.712	GR	N/A	6a00161
367103.763	75159.119	2.641	8.573	GR	N/A	6a00161
367102.663	75158.098	2.175	10.074	GR	N/A	6a00161
367101.049	75156.539	2.040	12.318	GR	N/A	6a00161
367099.283	75154.922	2.046	14.712	GR	N/A	6a00161
367097.494	75153.205	2.019	17.191	GR	N/A	6a00161
367095.382	75151.218	2.097	20.091	GR	N/A	6a00161
367093.140	75149.121	2.171	23.161	GR	N/A	6a00161
367091.148	75147.170	2.138	25.949	GR	N/A	6a00161
367089.031	75145.250	2.184	28.806	GR	N/A	6a00161
367087.080	75143.392	2.144	31.500	GR	N/A	6a00161
367084.883	75141.317	2.219	34.522	GR	N/A	6a00161
367082.791	75139.271	2.197	37.448	GR	N/A	6a00161
367080.630	75137.295	2.232	40.376	GR	N/A	6a00161
367078.598	75135.349	2.253	43.189	GR	N/A	6a00161
367076.594	75133.518	2.311	45.904	GR	N/A	6a00161
367075.145	75132.124	2.295	47.914	GR	N/A	6a00161
367073.702	75130.783	2.395	49.884	GR	N/A	6a00161
367071.734	75128.857	2.391	52.637	GR	N/A	6a00161
367069.704	75126.964	2.482	55.413	GR	N/A	6a00161
367067.690	75125.056	2.491	58.187	GR	N/A	6a00161
367065.706	75123.242	2.485	60.875	GR	N/A	6a00161
367063.813	75121.457	2.545	63.477	GR	N/A	6a00161
367061.918	75119.659	2.541	66.089	GR	N/A	6a00161
367059.935	75117.763	2.654	68.833	GR	N/A	6a00161
367058.065	75115.982	2.753	71.415	GR	N/A	6a00161
367056.111	75114.197	2.812	74.061	GR	N/A	6a00161
367054.169	75112.360	3.022	76.734	GR	N/A	6a00161
367052.294	75110.557	3.246	79.335	GR	N/A	6a00161
367050.429	75108.757	3.290	81.927	GR	N/A	6a00161
367048.422	75106.863	3.475	84.687	GR	N/A	6a00161
367046.533	75105.152	3.642	87.235	GR	N/A	6a00161
367044.527	75103.221	3.801	90.019	GR	N/A	6a00161
367042.618	75101.422	3.867	92.642	GR	N/A	6a00161
367040.703	75099.654	3.906	95.249	GR	N/A	6a00161
367038.772	75097.786	4.007	97.935	GR	N/A	6a00161
367037.032	75096.136	4.109	100.333	GR	N/A	6a00161
367035.398	75094.604	4.272	102.573	G	N/A	6a00161
367033.404	75092.754	4.301	105.293	G	N/A	6a00161
367031.484	75090.940	4.572	107.934	G	N/A	6a00161
367029.458	75088.975	4.891	110.756	G	N/A	6a00161
367027.413	75087.033	5.101	113.576	G	N/A	6a00161
367025.294	75085.036	5.332	116.488	G	N/A	6a00161
367023.311	75083.165	5.697	119.214	G	N/A	6a00161
367021.398	75081.365	6.010	121.841	G	N/A	6a00161
367019.495	75079.602	6.362	124.435	G	N/A	6a00161
367017.604	75077.879	6.675	126.993	G	N/A	6a00161
367015.722	75076.008	7.019	129.646	G	N/A	6a00161
367013.931	75074.304	7.362	132.118	G	N/A	6a00161
367012.120	75072.623	7.690	134.589	G	N/A	6a00161
367010.239	75070.851	8.061	137.173	G	N/A	6a00161
367008.445	75069.156	8.565	139.641	G	N/A	6a00161
367007.250	75068.051	9.004	141.269	G	N/A	6a00161
367005.631	75066.477	9.574	143.526	G	N/A	6a00161
367003.953	75064.906	10.131	145.825	G	N/A	6a00161
367002.345	75063.355	10.618	148.059	G	N/A	6a00161
367000.586	75061.740	11.015	150.447	G	N/A	6a00161
366998.963	75060.127	11.266	152.734	G	N/A	6a00161
366997.180	75058.570	11.494	155.100	G	N/A	6a00161
366995.991	75057.382	11.496	156.780	G	N/A	6a00161
366995.464	75056.929	11.548	157.474	G	N/A	6a00161
366994.602	75056.050	11.476	158.704	G	N/A	6a00161
366994.055	75055.566	11.449	159.434	G	N/A	6a00161
366993.248	75054.842	11.250	160.518	G	N/A	6a00161
366991.891	75053.517	10.740	162.414	G	N/A	6a00161
366990.297	75051.983	10.195	164.626	G	N/A	6a00161
366988.582	75050.420	9.736	166.946	G	N/A	6a00161
366986.817	75048.734	9.334	169.387	G	N/A	6a00161
366985.149	75047.172	9.091	171.672	G	N/A	6a00161
366983.671	75045.757	8.809	173.719	G	N/A	6a00161
366982.257	75044.416	8.510	175.667	G	N/A	6a00161
366980.908	75043.151	7.913	177.517	G	N/A	6a00161
366979.295	75041.667	7.222	179.708	G	N/A	6a00161
366977.742	75040.179	6.706	181.859	G	N/A	6a00161
366976.172	75038.720	6.320	184.002	G	N/A	6a00161
366974.710	75037.263	6.287	186.065	G	N/A	6a00161
366973.192	75035.867	6.356	188.128	G	N/A	6a00161
366971.398	75034.220	6.345	190.563	G	N/A	6a00161
366969.607	75032.518	6.379	193.033	G	N/A	6a00161
366967.822	75030.835	6.336	195.487	G	N/A	6a00161
366966.071	75029.090	6.186	197.958	G	N/A	6a00161
366965.236	75028.330	5.967	199.087	G	N/A	6a00161
366963.900	75027.101	5.371	200.902	G	N/A	6a00161
366962.959	75026.231	4.936	202.183	G	N/A	6a00161
366962.118	75025.459	4.917	203.325	G	N/A	6a00161
366960.744	75024.120	5.003	205.243	G	N/A	6a00161
366959.995	75023.403	5.032	206.280	G	N/A	6a00161
366958.546	75021.969	4.557	208.318	G	N/A	6a00161
366957.482	75021.032	4.357	209.735	G	N/A	6a00161
366955.946	75019.598	3.588	211.836	G	N/A	6a00161
366954.177	75017.941	2.807	214.260	G	N/A	6a00161
366953.092	75016.957	2.454	215.725	G	N/A	6a00161
366952.220	75016.116	2.140	216.936	G	N/A	6a00161
366950.282	75014.232	1.459	219.639	G	N/A	6a00161
366948.480	75012.547	1.006	222.106	G	N/A	6a00161
366946.037	75010.278	0.163	225.440	G	N/A	6a00161
366943.971	75008.358	-0.319	228.260	G	N/A	6a00161
366942.468	75006.900	-0.661	230.354	G	N/A	6a00161
366940.568	75005.103	-1.174	232.969	G	N/A	6a00161
366939.239	75003.780	-1.453	234.844	G	N/A	6a00161
366990.843	75366.399	3.014	6.916	FB	N/A	6a00166
366988.595	75364.330	3.101	9.971	FB	N/A	6a00166
366987.226	75363.032	3.031	11.857	GR	N/A	6a00166
366985.685	75361.747	2.097	13.862	GR	N/A	6a00166
366984.357	75360.511	2.030	15.676	GR	N/A	6a00166
366981.822	75358.180	2.087	19.119	GR	N/A	6a00166
366981.507	75357.856	1.934	19.570	G	N/A	6a00166
366980.850	75357.264	1.916	20.455	G	N/A	6a00166
366978.034	75354.709	1.902	24.257	G	N/A	6a00166
366975.235	75352.217	1.916	28.005	G	N/A	6a00166
366972.532	75349.836	1.945	31.606	GR	N/A	6a00166
366971.898	75349.198	1.931	32.505	GR	N/A	6a00166
366969.163	75346.734	1.920	36.186	GR	N/A	6a00166
366966.554	75344.462	1.832	39.645	G	N/A	6a00166
366964.792	75342.774	1.705	42.084	G	N/A	6a00166
366961.875	75340.198	1.659	45.975	G	N/A	6a00166
366958.966	75337.500	1.630	49.942	G	N/A	6a00166
366956.392	75335.159	1.596	53.422	G	N/A	6a00166
366953.641	75332.668	1.608	57.133	G	N/A	6a00166
366950.924	75330.250	1.713	60.770	GR	N/A	6a00166
366949.131	75328.680	1.758	63.153	GR	N/A	6a00166
366946.823	75326.456	1.822	66.356	GR	N/A	6a00166
366945.699	75325.451	1.713	67.864	GR	N/A	6a00166
366944.987	75324.949	1.865	68.729	GR	N/A	6a00166
366944.552	75324.420	1.751	69.406	GR	N/A	6a00166
366944.300	75324.287	1.585	69.683	G	N/A	6a00166
366942.507	75322.640	1.074	72.117	G	N/A	6a00166
366941.449	75321.709	0.796	73.526	G	N/A	6a00166
366940.321	75320.773	0.843	74.991	G	N/A	6a00166
366940.057	75320.521	0.947	75.356	G	N/A	6a00166
366939.697	75320.104	0.928	75.902	G	N/A	6a00166
366938.056	75318.715	0.806	78.051	G	N/A	6a00166
366935.871	75316.706	0.792	81.019	G	N/A	6a00166
366933.316	75314.272	0.811	84.547	G	N/A	6a00166
366930.735	75312.076	0.823	87.934	G	N/A	6a00166
366928.238	75309.804	0.832	91.310	G	N/A	6a00166
366925.717	75307.547	0.880	94.694	G	N/A	6a00166
366923.046	75304.996	0.926	98.386	G	N/A	6a00166
366920.879	75303.075	0.960	101.282	G	N/A	6a00166
366918.598	75301.029	1.000	104.346	G	N/A	6a00166
366918.240	75300.656	1.030	104.861	G	N/A	6a00166
366915.520	75298.270	1.196	108.479	G	N/A	6a00166
366913.099	75296.101	1.487	111.730	G	N/A	6a00166
366912.675	75295.707	1.573	112.308	G	N/A	6a00166
366909.916	75293.262	1.834	115.995	G	N/A	6a00166
366907.167	75290.769	1.924	119.706	GR	N/A	6a00166
366905.218	75289.065	1.963	122.294	GR	N/A	6a00166
366903.183	75287.166	2.206	125.077	GR	N/A	6a00166
366901.677	75285.805	2.266	127.107	GR	N/A	6a00166
366898.634	75282.984	2.250	131.256	G	N/A	6a00166
366895.851	75280.628	2.704	134.901	G	N/A	6a00166
366893.313	75278.194	3.335	138.416	G	N/A	6a00166
366890.780	75275.963	3.760	141.791	G	N/A	6a00166
366887.749	75273.119	4.185	145.946	G	N/A	6a00166
366884.612	75270.461	4.552	150.056	G	N/A	6a00166
366881.526	75267.518	4.865	154.319	G	N/A	6a00166
366878.538	75264.938	5.064	158.266	G	N/A	6a00166
366875.391	75262.061	5.253	162.529	G	N/A	6a00166
366872.420	75259.320	5.459	166.571	G	N/A	6a00166
366869.365	75256.689	5.633	170.602	G	N/A	6a00166
366866.493	75254.097	5.736	174.471	G	N/A	6a00166
366863.608	75251.435	5.910	178.396	G	N/A	6a00166
366862.301	75250.218	5.942	180.182	G	N/A	6a00166
366862.223	75250.026	6.188	180.368	SD	N/A	6a00166
366861.646	75249.562	6.196	181.108	SD	N/A	6a00166
366858.458	75246.759	6.395	185.352	G	N/A	6a00166
366855.514	75244.067	6.800	189.341	G	N/A	6a00166
366852.470	75241.366	7.309	193.411	G	N/A	6a00166
366849.827	75238.959	7.937	196.985	G	N/A	6a00166
366847.411	75236.751	8.800	200.258	G	N/A	6a00166
366845.091	75234.678	9.594	203.370	G	N/A	6a00166
366842.547	75232.354	10.430	206.815	G	N/A	6a00166
366839.994	75230.010	11.128	210.281	G	N/A	6a00166
366837.347	75227.798	11.470	213.728	G	N/A	6a00166
366835.120	75225.641	11.648	216.826	G	N/A	6a00166
366833.242	75224.053	11.347	219.285	G	N/A	6a00166
366830.532	75221.455	10.258	223.037	G	N/A	6a00166
366827.863	75219.099	9.603	226.597	G	N/A	6a00166
366824.592	75216.139	9.009	231.008	G	N/A	6a00166
366823.014	75214.626	8.736	233.194	G	N/A	6a00166
366819.963	75211.880	7.581	237.298	G	N/A	6a00166
366817.954	75210.172	6.883	239.934	G	N/A	6a00166
366814.680	75207.211	6.483	244.348	G	N/A	6a00166
366811.678	75204.423	6.537	248.445	G	N/A	6a00166
366808.744	75201.848	6.383	252.348	G	N/A	6a00166
366807.411	75200.561	6.315	254.200	G	N/A	6a00166
366804.607	75198.096	5.726	257.933	G	N/A	6a00166
366802.482	75196.162	4.913	260.807	G	N/A	6a00166
366800.075	75194.013	5.014	264.033	G	N/A	6a00166
366797.764	75191.910	4.386	267.158	G	N/A	6a00166
366797.486	75191.708	4.379	267.500	G	N/A	6a00166
366795.308	75189.693	3.236	270.466	G	N/A	6a00166
366794.565	75189.067	3.000	271.437	G	N/A	6a00166
366792.401	75187.104	2.255	274.359	G	N/A	6a00166
366789.527	75184.497	1.503	278.239	G	N/A	6a00166
366786.859	75182.043	0.621	281.864	G	N/A	6a00166
366785.123	75180.517	0.209	284.175	G	N/A	6a00166
366784.048	75179.508	-0.164	285.649	G	N/A	6a00166
366782.281	75177.879	-0.477	288.053	G	N/A	6a00166
366779.842	75175.833	-1.232	291.234	G	N/A	6a00166
366777.302	75173.468	-1.659	294.704	G	N/A	6a00166
366849.543	75642.842	2.553	6.090	FB	N/A	6a00172
366848.037	75641.468	2.526	8.129	FB	N/A	6a00172
366847.973	75641.400	2.415	8.222	FB	N/A	6a00172
366844.887	75638.605	2.283	12.386	FB	N/A	6a00172
366843.453	75637.335	2.298	14.301	GR	N/A	6a00172
366842.331	75636.186	2.171	15.904	FB	N/A	6a00172
366842.211	75636.064	1.104	16.075	FB	N/A	6a00172
366840.625	75634.644	1.123	18.204	G	N/A	6a00172
366837.567	75631.783	1.080	22.391	G	N/A	6a00172
366834.318	75628.893	1.003	26.739	S	N/A	6a00172
366831.542	75626.176	0.936	30.622	S	N/A	6a00172
366828.274	75623.225	0.918	35.025	S	N/A	6a00172
366825.152	75620.347	0.918	39.271	S	N/A	6a00172
366822.204	75617.636	0.877	43.276	M	N/A	6a00172
366818.813	75614.495	0.853	47.898	M	N/A	6a00172
366815.875	75611.734	0.862	51.930	SM	N/A	6a00172
366812.765	75608.893	0.898	56.142	SM	N/A	6a00172
366809.449	75605.799	0.913	60.677	SM	N/A	6a00172
366806.006	75602.742	0.857	65.281	SM	N/A	6a00172
366802.935	75599.813	0.844	69.524	SM	N/A	6a00172
366799.638	75596.826	0.826	73.972	SM	N/A	6a00172
366796.557	75593.923	0.811	78.205	SM	N/A	6a00172
366795.476	75592.983	0.726	79.637	M	N/A	6a00172
366792.228	75590.010	0.665	84.041	M	N/A	6a00172
366788.826	75586.771	0.690	88.737	M	N/A	6a00172
366785.411	75583.617	0.699	93.386	M	N/A	6a00172
366782.380	75580.930	0.434	97.436	M	N/A	6a00172
366779.227	75577.980	0.357	101.753	M	N/A	6a00172
366776.973	75575.882	0.189	104.833	M	N/A	6a00172
366774.741	75573.839	0.516	107.859	M	N/A	6a00172
366772.055	75571.318	0.700	111.542	M	N/A	6a00172
366768.524	75568.111	0.788	116.312	M	N/A	6a00172
366765.289	75565.143	0.839	120.702	M	N/A	6a00172
366762.261	75562.269	0.866	124.877	M	N/A	6a00172
366759.125	75559.405	0.895	129.124	M	N/A	6a00172
366757.705	75558.129	0.953	131.032	SM	N/A	6a00172
366755.080	75555.808	1.153	134.536	SM	N/A	6a00172
366751.749	75552.607	1.508	139.154	SM	N/A	6a00172
366750.693	75551.582	1.805	140.626	GR	N/A	6a00172
366749.272	75550.206	1.826	142.603	GR	N/A	6a00172
366746.573	75547.907	1.859	146.146	GR	N/A	6a00172
366746.123	75547.490	1.774	146.759	G	N/A	6a00172
366743.540	75544.975	1.762	150.363	G	N/A	6a00172
366741.970	75543.492	2.171	152.523	GR	N/A	6a00172
366739.760	75541.543	2.295	155.468	GR	N/A	6a00172
366736.578	75538.498	2.430	159.872	GR	N/A	6a00172
366734.794	75536.976	2.581	162.215	GR	N/A	6a00172
366733.418	75535.604	2.687	164.157	GR	N/A	6a00172
366732.352	75534.613	2.687	165.612	G	N/A	6a00172
366729.421	75531.936	2.749	169.582	G	N/A	6a00172
366726.564	75529.429	2.826	173.382	GR	N/A	6a00172
366723.996	75527.083	3.058	176.860	GR	N/A	6a00172
366721.886	75524.995	3.211	179.826	GR	N/A	6a00172
366719.216	75522.630	3.264	183.393	GR	N/A	6a00172
366716.083	75519.651	3.363	187.715	GR	N/A	6a00172
366713.010	75516.797	3.447	191.909	GR	N/A	6a00172
366710.871	75514.954	3.582	194.731	GR	N/A	6a00172
366707.520	75511.671	3.790	199.420	GR	N/A	6a00172
366705.299	75509.672	3.867	202.408	GR	N/A	6a00172
366705.156	75509.521	3.800	202.615	G	N/A	6a00172
366704.219	75508.755	3.812	203.824	G	N/A	6a00172
366703.322	75507.925	3.913	205.046	GR	N/A	6a00172
366700.889	75505.594	3.887	208.414	GR	N/A	6a00172
366697.423	75502.528	4.147	213.041	GR	N/A	6a00172
366694.904	75500.184	4.040	216.482	GR	N/A	6a00172
366694.078	75499.283	4.235	217.700	GR	N/A	6a00172
366692.314	75497.701	4.324	220.069	GR	N/A	6a00172
366689.140	75494.879	4.495	224.315	GR	N/A	6a00172
366688.849	75494.614	4.483	224.709	GR	N/A	6a00172
366686.306	75492.265	4.593	228.171	GR	N/A	6a00172
366685.103	75491.094	4.670	229.849	GR	N/A	6a00172
366684.187	75490.253	4.690	231.093	GR	N/A	6a00172
366681.671	75487.924	4.768	234.521	GR	N/A	6a00172
366678.426	75484.859	4.915	238.984	GR	N/A	6a00172
366676.405	75483.024	5.087	241.714	GR	N/A	6a00172
366676.104	75482.733	5.035	242.133	G	N/A	6a00172
366674.664	75481.446	5.080	244.064	G	N/A	6a00172
366672.693	75479.657	5.170	246.726	G	N/A	6a00172
366669.727	75476.885	5.302	250.785	G	N/A	6a00172
366666.693	75474.126	5.415	254.886	G	N/A	6a00172
366663.654	75471.263	5.554	259.061	G	N/A	6a00172
366660.667	75468.453	5.729	263.162	G	N/A	6a00172
366657.534	75465.612	5.942	267.391	G	N/A	6a00172
366654.615	75462.862	6.203	271.401	G	N/A	6a00172
366651.530	75460.069	6.571	275.562	G	N/A	6a00172
366648.574	75457.297	7.072	279.615	G	N/A	6a00172
366645.681	75454.759	7.831	283.462	G	N/A	6a00172
366642.507	75451.850	8.721	287.767	G	N/A	6a00172
366639.860	75449.366	9.553	291.397	G	N/A	6a00172
366637.446	75447.122	10.287	294.693	G	N/A	6a00172
366634.974	75444.840	10.839	298.057	G	N/A	6a00172
366632.043	75442.084	11.231	302.080	G	N/A	6a00172
366629.360	75439.562	11.312	305.762	G	N/A	6a00172
366627.019	75437.518	11.004	308.869	G	N/A	6a00172
366624.617	75435.291	10.350	312.145	G	N/A	6a00172
366622.207	75432.999	9.703	315.470	G	N/A	6a00172
366619.532	75430.558	9.134	319.091	G	N/A	6a00172
366616.906	75428.076	8.740	322.704	G	N/A	6a00172
366615.239	75426.484	8.186	325.009	G	N/A	6a00172
366612.788	75424.321	7.209	328.277	G	N/A	6a00172
366611.451	75423.061	6.988	330.114	G	N/A	6a00172
366609.096	75420.999	6.778	333.243	G	N/A	6a00172
366608.431	75420.233	6.725	334.252	G	N/A	6a00172
366606.724	75418.771	6.672	336.498	G	N/A	6a00172
366604.628	75416.804	6.523	339.372	G	N/A	6a00172
366601.344	75413.882	6.286	343.767	G	N/A	6a00172
366600.217	75412.667	5.845	345.419	G	N/A	6a00172
366598.027	75410.723	5.148	348.347	G	N/A	6a00172
366597.474	75410.229	5.042	349.088	G	N/A	6a00172
366596.078	75408.896	5.071	351.018	G	N/A	6a00172
366593.870	75406.859	4.497	354.022	G	N/A	6a00172
366592.713	75405.724	3.906	355.642	G	N/A	6a00172
366591.714	75404.900	3.401	356.935	G	N/A	6a00172
366590.019	75403.283	2.804	359.278	G	N/A	6a00172
366586.991	75400.468	1.815	363.412	G	N/A	6a00172
366584.053	75397.857	0.927	367.342	G	N/A	6a00172
366582.936	75396.750	0.804	368.913	G	N/A	6a00172
366580.987	75394.948	0.278	371.568	G	N/A	6a00172
366579.700	75393.780	-0.109	373.306	G	N/A	6a00172
366577.106	75391.409	-0.706	376.820	G	N/A	6a00172
366573.836	75388.391	-1.486	381.270	G	N/A	6a00172
366539.886	75767.438	-0.333	161.229	MS	N/A	6a00178A
366536.264	75764.034	-0.288	166.199	MS	N/A	6a00178A
366532.950	75760.954	0.129	170.723	G	N/A	6a00178A
366529.734	75757.838	0.534	175.201	G	N/A	6a00178A
366526.425	75754.838	0.746	179.667	G	N/A	6a00178A
366523.455	75752.092	0.956	183.711	G	N/A	6a00178A
366520.602	75749.374	1.361	187.652	G	N/A	6a00178A
366519.155	75748.007	1.713	189.642	G	N/A	6a00178A
366515.853	75745.045	2.088	194.077	G	N/A	6a00178A
366513.100	75742.333	2.370	197.940	G	N/A	6a00178A
366509.983	75739.460	2.534	202.179	G	N/A	6a00178A
366506.849	75736.487	2.633	206.499	G	N/A	6a00178A
366503.665	75733.492	3.051	210.870	G	N/A	6a00178A
366500.950	75731.067	3.300	214.510	G	N/A	6a00178A
366497.703	75727.914	3.365	219.035	G	N/A	6a00178A
366494.716	75725.089	3.524	223.146	G	N/A	6a00178A
366491.537	75722.131	3.627	227.488	G	N/A	6a00178A
366488.383	75719.316	3.804	231.715	G	N/A	6a00178A
366485.339	75716.482	3.920	235.874	G	N/A	6a00178A
366482.001	75713.365	4.096	240.441	G	N/A	6a00178A
366478.942	75710.448	4.238	244.667	G	N/A	6a00178A
366475.707	75707.470	4.436	249.064	G	N/A	6a00178A
366472.702	75704.528	4.604	253.268	G	N/A	6a00178A
366469.379	75701.595	4.770	257.699	G	N/A	6a00178A
366466.094	75698.375	4.982	262.298	G	N/A	6a00178A
366463.001	75695.647	5.314	266.420	G	N/A	6a00178A
366459.929	75692.664	5.567	270.701	G	N/A	6a00178A
366456.698	75689.704	5.721	275.083	G	N/A	6a00178A
366453.174	75686.483	5.895	279.857	G	N/A	6a00178A
366449.898	75683.284	6.289	284.435	G	N/A	6a00178A
366446.881	75680.550	6.912	288.506	G	N/A	6a00178A
366443.912	75677.724	7.623	292.604	G	N/A	6a00178A
366440.979	75674.890	8.456	296.682	G	N/A	6a00178A
366437.890	75672.046	9.453	300.881	G	N/A	6a00178A
366435.147	75669.546	10.380	304.592	G	N/A	6a00178A
366432.237	75666.823	11.283	308.577	G	N/A	6a00178A
366429.645	75664.343	11.779	312.164	G	N/A	6a00178A
366426.485	75661.390	11.909	316.490	G	N/A	6a00178A
